date,latitude,longitude
06/23/2022,47.003362,31.433756
06/23/2022,48.999671,38.397798
06/25/2022,51.311468,26.608622
06/25/2022,48.129709,37.737889
06/25/2022,47.077259,37.519174
06/25/2022,48.131709,37.729656
06/26/2022,48.914193,38.424203
06/26/2022,48.639145,38.36696
06/26/2022,50.038465,36.243628
06/26/2022,48.945688,37.621034
06/26/2022,50.033258,36.201112
06/26/2022,50.461451,30.487967
06/26/2022,49.4751,32.0341
06/26/2022,49.982226,36.365486
06/27/2022,49.950543,36.307912
06/27/2022,48.918249,38.411576
06/27/2022,49.069889,33.425336
06/28/2022,48.79254,38.534611
06/28/2022,46.610822,31.550539
06/28/2022,46.971301,31.96066
06/28/2022,49.923768,36.409854
06/28/2022,46.752442,36.779393
06/29/2022,47.941489,37.505089
06/29/2022,46.962415,31.952552
06/30/2022,48.12319,37.85898
06/30/2022,49.956131,36.271364
06/30/2022,49.883642,36.259062
07/02/2022,48.938304,38.484176
07/03/2022,48.833583,37.559357
07/03/2022,48.765478,37.590362
07/04/2022,48.0426,37.745708
07/05/2022,50.002804,36.357699
07/05/2022,48.844154,37.599745
07/05/2022,48.395961,37.881544
07/06/2022,50.019215,36.317953
07/06/2022,46.661876,32.61178
07/07/2022,48.741633,37.583057
07/07/2022,48.593902,37.995276
07/09/2022,48.615352,37.518235
07/09/2022,49.986588,36.235865
07/10/2022,46.99768,32.46234
07/10/2022,49.938685,36.25656
07/10/2022,48.018651,37.846281
07/10/2022,48.556424,37.822905
07/10/2022,49.9772,36.259365
07/11/2022,48.592772,37.996156
07/11/2022,49.998179,36.273327
07/11/2022,49.987957,36.235963
07/12/2022,47.66777,36.25515
07/12/2022,46.972501,31.974445
07/12/2022,48.398493,37.845008
07/12/2022,48.347211,38.058881
07/12/2022,48.346868,38.056511
07/13/2022,46.757727,33.376146
07/14/2022,48.82892,37.546054
07/14/2022,47.987768,37.798596
07/14/2022,46.965897,32.002067
07/14/2022,46.996412,32.001021
07/14/2022,48.859721,37.571015
07/14/2022,49.239303,28.49237
07/14/2022,46.965427,32.002118
07/15/2022,48.739057,37.584879
07/15/2022,48.438783,34.995091
07/15/2022,48.588675,37.967283
07/15/2022,46.987465,32.001217
07/16/2022,49.84062,36.692971
07/18/2022,47.018347,31.995599
07/18/2022,48.392023,37.846371
07/19/2022,46.669429,32.720357
07/20/2022,50.02274,36.319074
07/20/2022,50.022697,36.318913
07/21/2022,48.588398,38.005175
07/21/2022,48.719895,37.524835
07/21/2022,50.002271,36.303394
07/22/2022,48.958732,37.828131
07/22/2022,50.40096,35.831903
07/22/2022,47.653999,33.726226
07/23/2022,48.000104,37.826215
07/23/2022,46.500287,30.733425
07/24/2022,48.503682,37.692696
07/25/2022,51.265106,24.674493
07/25/2022,49.836493,36.696898
07/25/2022,47.921701,37.572908
07/25/2022,48.129812,37.754357
07/26/2022,48.91574,37.72253
07/26/2022,46.66672,32.72042
07/27/2022,50.022796,36.247151
07/27/2022,46.979069,31.875988
07/27/2022,46.97019,32.083154
07/28/2022,46.845253,32.01223
07/28/2022,51.494154,31.295048
07/29/2022,46.951043,32.046041
07/29/2022,50.005953,36.24548
07/29/2022,48.720163,37.524968
07/29/2022,47.777141,37.247405
07/29/2022,48.84574,37.599757
07/29/2022,47.82853,37.710802
07/29/2022,50.15434,35.48481
07/30/2022,50.013027,36.308165
07/30/2022,46.945034,32.050151
07/30/2022,48.846391,37.593445
07/31/2022,46.968593,31.953038
08/01/2022,46.959,31.986666
08/01/2022,46.959372,31.987115
08/02/2022,46.776971,31.942984
08/02/2022,48.040054,37.780149
08/02/2022,48.03954,37.7803
08/02/2022,47.942991,37.697677
08/02/2022,48.001694,37.811668
08/02/2022,46.978992,31.97751
08/03/2022,47.01497,31.9973
